target_value
4.58594e-02
2.34514e-02
3.52465e-02
2.98665e-02
2.67292e-02
5.78102e-02
2.37944e-02
3.52075e-02
4.07370e-02
4.21595e-02
4.33786e-02
1.81155e-02
4.40689e-02
3.37014e-02
3.24662e-02
3.39076e-02
4.20821e-02
4.20812e-02
2.71364e-02
2.84671e-02
3.53625e-02
1.67355e-02
4.87473e-02
3.65410e-02
4.62283e-02
2.22628e-02
3.84691e-02
2.18530e-02
4.69328e-02
3.73471e-02
3.59118e-02
6.73824e-02
3.33101e-02
3.64987e-02
2.21645e-02
3.08843e-02
5.21500e-02
3.71384e-02
3.18581e-02
4.81647e-02
3.14770e-02
3.93739e-02
3.79486e-02
2.82617e-02
4.31428e-02
2.27761e-02
4.23930e-02
3.34509e-02
4.93967e-02
3.31886e-02
1.19048e-01
