PL,,Mean:,1.267
-2.031765,,STDEV:,8.487
2.362442,,,
21.837877,,Lower:,-50
-2.776054,,Upper:,50
-4.31145,,Num,20
0.677593,,,
5.735123,,-50,
-10.071328,,-45,
-2.191415,,-40,
-21.525044,,-35,
1.951892,,-30,
3.244195,,-25,
-9.25578,,-20,
-6.712149,,-15,
10.155915,,-10,
-9.690429,,-5,
18.80133,,0,
1.740694,,5,
5.44589,,10,
0.452267,,15,
15.052382,,20,
1.708246,,25,
-7.551203,,30,
-20.123052,,35,
15.070808,,40,
0.231939,,45,
6.844322,,50,
1.640667,,,
3.470222,,,
-7.13821,,,
-0.694948,,,
11.255573,,,
-11.211261,,,
-4.253593,,,
9.61146,,,
-0.977739,,,
25.382572,,,
0.944022,,,
8.242442,,,
7.712973,,,
-0.891066,,,
-6.352889,,,
-4.265435,,,
0.181072,,,
11.776928,,,
2.39534,,,
2.39115,,,
-10.897165,,,
-0.604402,,,
-1.771295,,,
-0.661435,,,
-2.156828,,,
14.309051,,,
-1.701153,,,
7.561135,,,
1.586353,,,
8.457696,,,
-12.261957,,,
-14.586959,,,
12.20363,,,
0.776558,,,
24.413903,,,
-1.128442,,,
-1.570174,,,
-12.075956,,,
-0.980784,,,
-14.442504,,,
-2.025592,,,
-1.664749,,,
7.918955,,,
-0.519951,,,
-12.437318,,,
3.500247,,,
16.621541,,,
1.49818,,,
8.87209,,,
-8.012412,,,
-8.355424,,,
1.433163,,,
1.031282,,,
-7.415877,,,
-4.570455,,,
9.913905,,,
4.377153,,,
-4.980686,,,
0.005549,,,
13.413625,,,
-2.55246,,,
6.59157,,,
7.935424,,,
8.377839,,,
6.253336,,,
6.359656,,,
8.316303,,,
12.830115,,,
-21.650505,,,
-7.595577,,,
-12.438838,,,
-5.851261,,,
5.291668,,,
-7.04541,,,
17.358124,,,
5.014823,,,
-10.727168,,,
0.537561,,,
-1.782002,,,
6.702949,,,
-0.409537,,,
1.951622,,,
5.456794,,,
10.921589,,,
6.941321,,,
-7.035186,,,
-6.817082,,,
4.369458,,,
9.877648,,,
11.789733,,,
-5.274201,,,
-9.196714,,,
10.339973,,,
13.726747,,,
4.130849,,,
-1.207268,,,
11.875831,,,
5.389367,,,
-9.461824,,,
8.191415,,,
2.334961,,,
16.883335,,,
4.102962,,,
6.796116,,,
2.674319,,,
1.535484,,,
-6.369872,,,
-2.054154,,,
5.580983,,,
0.381935,,,
-4.464714,,,
-6.295002,,,
3.138269,,,
-8.764424,,,
-7.151415,,,
-2.095479,,,
3.984425,,,
-12.754555,,,
4.36224,,,
4.949943,,,
-8.712532,,,
7.737236,,,
-3.177615,,,
8.873091,,,
4.689927,,,
3.173743,,,
-3.895668,,,
3.885244,,,
-12.260631,,,
14.055069,,,
5.93194,,,
5.184333,,,
3.959301,,,
15.184638,,,
4.631196,,,
-13.325573,,,
-7.779408,,,
2.237822,,,
0.631389,,,
-10.227426,,,
18.163505,,,
5.904511,,,
7.300461,,,
11.978464,,,
-6.753163,,,
3.755711,,,
-5.44639,,,
-2.560345,,,
-6.664328,,,
6.060801,,,
13.658634,,,
-8.051031,,,
-3.487335,,,
-10.879761,,,
1.043008,,,
11.45707,,,
-1.162,,,
-5.655016,,,
5.833468,,,
-2.073552,,,
5.565694,,,
5.95227,,,
0.769334,,,
-5.726447,,,
-2.719303,,,
-1.874756,,,
-3.290205,,,
6.15805,,,
-14.445448,,,
14.496237,,,
5.475709,,,
6.891897,,,
11.314957,,,
160,,,
