PL,,Mean:,0.651
-2.647751,,STDEV:,9.070
13.364459,,,
4.816042,,Lower:,-50
9.845803,,Upper:,50
-1.463444,,Num,20
0.969529,,,
-10.67766,,-50,
-9.94725,,-45,
-1.344996,,-40,
-11.194593,,-35,
12.484074,,-30,
-2.358959,,-25,
-22.178892,,-20,
-9.128934,,-15,
3.724796,,-10,
0.60986,,-5,
4.379404,,0,
-9.194335,,5,
2.568504,,10,
-15.766139,,15,
2.408823,,20,
2.376469,,25,
11.574962,,30,
6.423432,,35,
-6.317041,,40,
-2.801706,,45,
-2.79777,,50,
-8.603848,,,
11.266291,,,
0.561004,,,
-10.922859,,,
6.472366,,,
12.507347,,,
2.042092,,,
11.907096,,,
4.728934,,,
-11.888786,,,
-13.767133,,,
0.413892,,,
13.85147,,,
2.498491,,,
7.69406,,,
9.151706,,,
0.604335,,,
3.513994,,,
5.200959,,,
14.183424,,,
7.359145,,,
4.949244,,,
8.278708,,,
-10.806164,,,
4.787489,,,
7.35394,,,
8.703196,,,
12.372544,,,
-0.131076,,,
9.07738,,,
-4.210695,,,
7.373928,,,
-9.828791,,,
-4.071234,,,
-1.27556,,,
1.801279,,,
8.954162,,,
16.37793,,,
-5.803169,,,
9.160067,,,
5.556839,,,
-8.74127,,,
-6.12828,,,
6.728168,,,
-19.952136,,,
-8.475274,,,
5.759501,,,
9.641739,,,
5.782165,,,
-20.422932,,,
0.364048,,,
-2.676967,,,
-5.221873,,,
3.815181,,,
1.148724,,,
-9.55802,,,
-5.162024,,,
9.846988,,,
-0.886376,,,
-10.12271,,,
-14.371186,,,
11.238095,,,
14.806436,,,
-1.391189,,,
6.113553,,,
8.550738,,,
2.3196,,,
21.991899,,,
4.460406,,,
-2.383069,,,
-4.169334,,,
11.047495,,,
23.125489,,,
10.849416,,,
-0.269323,,,
-8.578662,,,
2.443442,,,
-1.905918,,,
-10.920926,,,
2.696857,,,
-21.001796,,,
-18.565117,,,
-3.954944,,,
15.208407,,,
-13.410592,,,
-1.518449,,,
-6.909161,,,
11.93815,,,
-12.865984,,,
0.635796,,,
4.22952,,,
-8.4582,,,
2.60822,,,
2.562227,,,
-1.331883,,,
0.756473,,,
-1.422795,,,
-13.047448,,,
-7.872679,,,
0.07124,,,
-10.533997,,,
5.715534,,,
15.397422,,,
-10.211857,,,
-18.808321,,,
2.229947,,,
0.382558,,,
-4.210113,,,
11.271656,,,
7.074531,,,
-1.955926,,,
0.262309,,,
3.022078,,,
-8.273153,,,
17.116886,,,
13.804016,,,
4.680397,,,
10.21775,,,
4.359923,,,
-3.232824,,,
-16.611937,,,
11.757868,,,
3.44669,,,
15.113496,,,
9.097007,,,
7.617495,,,
-0.693329,,,
1.672132,,,
-6.292414,,,
14.443086,,,
6.750058,,,
8.703155,,,
-4.753985,,,
-13.8035,,,
-13.504549,,,
-3.753522,,,
-3.800745,,,
3.147488,,,
2.255892,,,
1.247993,,,
-12.778682,,,
9.559533,,,
-5.292086,,,
0.601969,,,
5.194633,,,
8.265901,,,
-9.112265,,,
6.909195,,,
-11.781423,,,
0.661823,,,
-4.491904,,,
1.894103,,,
1.274715,,,
-7.966015,,,
-11.709417,,,
6.689468,,,
-11.177858,,,
0.835726,,,
9.754651,,,
8.38931,,,
13.759721,,,
8.356895,,,
17.953055,,,
2.853456,,,
-10.102674,,,
8.304637,,,
13.543063,,,
-9.002629,,,
5.32491,,,
-13.257397,,,
-3.912176,,,
-4.902238,,,
0.949466,,,
160,,,
