PL,,Mean:,-1.167
3.73868,,STDEV:,8.784
-5.698807,,,
0.913375,,Lower:,-50
-12.832908,,Upper:,50
-18.772164,,Num,20
-4.987028,,,
-19.421891,,-50,
-22.57439,,-45,
-5.121952,,-40,
1.404131,,-35,
-4.030808,,-30,
1.443849,,-25,
-0.233617,,-20,
-8.102804,,-15,
15.077576,,-10,
-5.166856,,-5,
1.453114,,0,
-12.228941,,5,
-5.078255,,10,
-5.055923,,15,
8.219844,,20,
10.22476,,25,
8.471091,,30,
5.150766,,35,
-7.968359,,40,
4.390232,,45,
4.32607,,50,
3.184777,,,
-3.512533,,,
-19.631285,,,
-10.346132,,,
2.805142,,,
-6.475546,,,
-7.543747,,,
3.210093,,,
11.854511,,,
-3.825871,,,
5.008014,,,
-6.449901,,,
1.66321,,,
-11.262316,,,
2.940415,,,
-1.350082,,,
-2.05182,,,
-8.882798,,,
5.806365,,,
-5.121948,,,
11.202927,,,
16.263893,,,
-15.106501,,,
-8.326443,,,
-2.103328,,,
2.088702,,,
0.919713,,,
1.113728,,,
5.744154,,,
-6.847414,,,
8.964502,,,
2.096231,,,
0.314327,,,
11.564766,,,
-3.121111,,,
0.411208,,,
3.875309,,,
-2.391066,,,
2.430836,,,
-4.253426,,,
-8.269874,,,
-1.631054,,,
-13.298716,,,
-0.833241,,,
10.307872,,,
-8.263161,,,
1.7322,,,
6.568631,,,
-0.747335,,,
12.646617,,,
-18.785444,,,
6.742223,,,
-9.398901,,,
12.897435,,,
3.419878,,,
-13.627537,,,
4.649103,,,
-22.450008,,,
-9.487849,,,
-17.505476,,,
5.791668,,,
-14.869427,,,
3.413536,,,
-2.66177,,,
-8.14833,,,
-0.904167,,,
-13.087776,,,
-8.329923,,,
-7.590892,,,
-9.919116,,,
12.766185,,,
-10.773694,,,
0.838846,,,
-3.530685,,,
10.889251,,,
7.624002,,,
-18.444059,,,
-15.874754,,,
13.19444,,,
6.473202,,,
-11.990777,,,
1.644525,,,
7.371634,,,
-2.12475,,,
12.344537,,,
-12.612475,,,
-10.339342,,,
-2.391794,,,
-14.034591,,,
5.938881,,,
3.992015,,,
13.31781,,,
-15.751258,,,
2.031157,,,
4.522594,,,
-2.257134,,,
7.339613,,,
-9.68014,,,
13.444194,,,
6.970232,,,
-15.675617,,,
6.164934,,,
-2.324025,,,
-7.138396,,,
4.211409,,,
-1.620602,,,
5.005223,,,
15.333564,,,
-10.615902,,,
15.15323,,,
-11.58384,,,
-2.93686,,,
6.260099,,,
14.22669,,,
11.242483,,,
-7.165559,,,
7.955858,,,
-3.819923,,,
-6.374087,,,
7.995091,,,
-3.084725,,,
-0.356233,,,
1.902332,,,
-5.455816,,,
3.268368,,,
8.730199,,,
12.147756,,,
4.869618,,,
7.838488,,,
-0.632999,,,
-10.118239,,,
-0.151007,,,
5.161999,,,
-6.369948,,,
-9.912443,,,
-4.0558,,,
13.110061,,,
-11.896688,,,
2.606593,,,
-0.922037,,,
-4.627608,,,
-9.603746,,,
3.482534,,,
-1.415358,,,
1.886318,,,
-13.644248,,,
8.869372,,,
-4.425792,,,
-4.552318,,,
-3.311149,,,
10.049292,,,
18.178579,,,
5.798289,,,
1.842237,,,
-9.805488,,,
4.587346,,,
-14.140737,,,
-6.760839,,,
9.307961,,,
-7.357874,,,
7.302596,,,
1.678398,,,
-16.272543,,,
-2.814346,,,
-4.046207,,,
8.279277,,,
-0.638716,,,
9.359027,,,
-8.660912,,,
-5.675242,,,
0.555274,,,
-10.525054,,,
-8.87175,,,
160,,,
