target_value
4.52E+00
4.47E+00
4.47E+00
4.52E+00
4.54E+00
4.48E+00
4.47E+00
4.47E+00
4.48E+00
4.54E+00
4.51E+00
4.50E+00
4.52E+00
4.53E+00
4.49E+00
4.49E+00
4.49E+00
4.49E+00
4.48E+00
4.50E+00
4.48E+00
4.48E+00
4.51E+00
4.46E+00
4.51E+00
4.48E+00
4.49E+00
4.51E+00
4.52E+00
4.54E+00
4.49E+00
4.49E+00
4.54E+00
4.51E+00
4.47E+00
4.50E+00
4.50E+00
4.47E+00
4.54E+00
4.44E+00
4.47E+00
4.49E+00
4.48E+00
4.47E+00
4.49E+00
4.52E+00
4.48E+00
4.50E+00
4.53E+00
4.49E+00
