target_value
4.32433e+00
4.31899e+00
4.31031e+00
4.33476e+00
4.35668e+00
4.34022e+00
4.30394e+00
4.31034e+00
4.29651e+00
4.33474e+00
4.26412e+00
4.28211e+00
4.33106e+00
4.32415e+00
4.34174e+00
4.34889e+00
4.32604e+00
4.28948e+00
4.33523e+00
4.34431e+00
4.32683e+00
4.28255e+00
4.30857e+00
4.32062e+00
4.31279e+00
4.28124e+00
4.34088e+00
4.32005e+00
4.32388e+00
4.39353e+00
4.29993e+00
4.32219e+00
4.35100e+00
4.30497e+00
4.34383e+00
4.34520e+00
4.29624e+00
4.36379e+00
4.31875e+00
4.35550e+00
4.31867e+00
4.34060e+00
4.33880e+00
4.32656e+00
4.29017e+00
4.36295e+00
4.32384e+00
4.32729e+00
4.33228e+00
4.33272e+00
