PL
-4
7
-3
-1
-4
0
0
2
-3
6
-6
8
6
10
5
-3
1
3
3
-15
2
-7
-5
-6
-7
4
1
0
6
-8
0
0
-7
3
5
-1
0
6
-9
-5
-6
0
4
-9
-14
1
-2
2
0
4
6
9
-2
1
0
1
4
0
2
0
-2
-1
-6
-2
-5
-1
4
-5
3
0
-2
-6
-8
0
7
-8
0
1
-8
-3
0
10
6
6
11
-1
0
1
2
0
9
2
3
-1
2
-6
-8
1
-7
1
-3
9
6
9
0
5
-7
2
-5
0
5
-10
4
6
1
-1
6
-4
5
1
-2
-3
-2
7
10
-8
0
-6
-3
3
-5
0
-6
0
7
8
7
0
10
-3
-5
-7
-3
4
0
-2
-2
2
-4
-2
5
6
1
-6
1
17
8
2
-3
-2
-2
4
0
-2
0
-6
6
-11
6
4
4
0
-2
-2
0
1
-11
3
-4
-2
3
1
11
-3
5
3
-8
-6
5
-7
-2
2
-4
-7
6
0
0
14
-5
-2
