PL,,Mean:,-0.10130346,,,,
3.48769,,STDEV:,4.637394033,,,,
-6.356381,,,,,,,
4.169214,,Lower:,-50,,,,
-3.389604,,Upper:,50,,t = 80,,
1.134238,,Num,20,,,,
8.377166,,,,,,,
-0.687227,,-50,,,Bin,Frequency,
1.909242,,-45,,,-50,0,0
3.602851,,-40,,,-45,0,0
-0.853902,,-35,,,-40,0,0
2.15895,,-30,,,-35,0,0
-6.044901,,-25,,,-30,0,0
-9.492625,,-20,,,-25,0,0
-3.791829,,-15,,,-20,0,0
-2.36418,,-10,,,-15,2,0.01
1.15684,,-5,,,-10,3,0.015
1.661953,,0,,,-5,23,0.115
-1.451455,,5,,,0,77,0.385
3.621249,,10,,,5,71,0.355
0.669943,,15,,,10,23,0.115
3.266713,,20,,,15,1,0.005
4.743105,,25,,,20,0,0
-6.670425,,30,,,25,0,0
8.241247,,35,,,30,0,0
8.965478,,40,,,35,0,0
-1.295206,,45,,,40,0,0
-4.894496,,50,,,45,0,0
5.339706,,,,,50,0,0
-10.574959,,,,,More,0,200
4.542917,,,,,,,
-7.113166,,,,,,,
-1.689776,,,,,,,
-2.58501,,,,,,,
2.185269,,,,,,,
-5.158143,,,,,,,
-0.391807,,,,,,,
0.817961,,,,,,,
2.542517,,,,,,,
-5.550461,,,,,,,
6.493139,,,,,,,
5.146138,,,,,,,
3.132652,,,,,,,
-3.304968,,,,,,,
-0.899507,,,,,,,
-5.071149,,,,,,,
2.047713,,,,,,,
-1.460465,,,,,,,
3.459699,,,,,,,
-6.768651,,,,,,,
5.983714,,,,,,,
-0.570449,,,,,,,
-6.969728,,,,,,,
-0.063696,,,,,,,
1.915011,,,,,,,
1.194699,,,,,,,
-2.405901,,,,,,,
-0.595569,,,,,,,
3.772833,,,,,,,
2.933524,,,,,,,
4.853196,,,,,,,
0.20038,,,,,,,
-1.295416,,,,,,,
-6.98509,,,,,,,
4.390375,,,,,,,
3.983771,,,,,,,
4.840412,,,,,,,
3.151501,,,,,,,
-1.417076,,,,,,,
4.117078,,,,,,,
-3.913438,,,,,,,
1.176576,,,,,,,
3.102287,,,,,,,
3.668808,,,,,,,
0.418212,,,,,,,
-0.986526,,,,,,,
-0.154013,,,,,,,
-9.81591,,,,,,,
-5.270235,,,,,,,
0.066104,,,,,,,
-4.613884,,,,,,,
-2.241922,,,,,,,
-3.680337,,,,,,,
-1.273964,,,,,,,
-3.055628,,,,,,,
-10.193791,,,,,,,
0.073685,,,,,,,
-0.544101,,,,,,,
-0.660866,,,,,,,
-2.708093,,,,,,,
2.2075,,,,,,,
-2.154236,,,,,,,
1.990264,,,,,,,
-3.430969,,,,,,,
-4.140537,,,,,,,
-1.40496,,,,,,,
-2.754998,,,,,,,
1.237681,,,,,,,
-2.063673,,,,,,,
9.591466,,,,,,,
3.371648,,,,,,,
7.038908,,,,,,,
2.821295,,,,,,,
-0.600581,,,,,,,
1.765885,,,,,,,
6.128099,,,,,,,
-0.35739,,,,,,,
2.113689,,,,,,,
3.01039,,,,,,,
-4.450723,,,,,,,
7.689565,,,,,,,
-4.482831,,,,,,,
-0.263123,,,,,,,
-0.036842,,,,,,,
-7.142174,,,,,,,
-4.537504,,,,,,,
-4.538948,,,,,,,
7.477912,,,,,,,
2.077328,,,,,,,
-0.007235,,,,,,,
1.981879,,,,,,,
3.217144,,,,,,,
11.352952,,,,,,,
-5.558565,,,,,,,
4.807237,,,,,,,
3.327173,,,,,,,
2.616787,,,,,,,
4.187972,,,,,,,
-0.374861,,,,,,,
2.415221,,,,,,,
2.539151,,,,,,,
-1.016573,,,,,,,
4.443392,,,,,,,
6.466467,,,,,,,
-1.482037,,,,,,,
-4.708927,,,,,,,
-6.410813,,,,,,,
5.688834,,,,,,,
6.081375,,,,,,,
-1.578865,,,,,,,
-2.262188,,,,,,,
2.138356,,,,,,,
3.388559,,,,,,,
-1.814167,,,,,,,
3.155179,,,,,,,
1.787844,,,,,,,
4.832619,,,,,,,
5.292043,,,,,,,
9.371373,,,,,,,
-1.931572,,,,,,,
-17.494829,,,,,,,
-5.569974,,,,,,,
-10.182769,,,,,,,
-0.375569,,,,,,,
3.868778,,,,,,,
-4.792108,,,,,,,
2.039203,,,,,,,
-0.991177,,,,,,,
-5.777768,,,,,,,
-8.410608,,,,,,,
-1.799437,,,,,,,
-3.298642,,,,,,,
-5.499621,,,,,,,
0.555382,,,,,,,
6.070316,,,,,,,
1.618771,,,,,,,
-0.013735,,,,,,,
2.678035,,,,,,,
-0.131308,,,,,,,
-1.410594,,,,,,,
-3.837923,,,,,,,
-2.20726,,,,,,,
-3.084347,,,,,,,
0.756902,,,,,,,
-0.605093,,,,,,,
2.414695,,,,,,,
-3.749295,,,,,,,
2.097127,,,,,,,
-0.863523,,,,,,,
0.54949,,,,,,,
-15.71475,,,,,,,
-2.722346,,,,,,,
-6.881182,,,,,,,
-2.545941,,,,,,,
7.337515,,,,,,,
6.048402,,,,,,,
-7.292421,,,,,,,
9.844705,,,,,,,
-1.237269,,,,,,,
2.434147,,,,,,,
5.177595,,,,,,,
-4.846721,,,,,,,
-5.956318,,,,,,,
0.221458,,,,,,,
-1.952361,,,,,,,
-3.814598,,,,,,,
4.901661,,,,,,,
-0.557079,,,,,,,
-2.24583,,,,,,,
-1.929153,,,,,,,
5.36895,,,,,,,
