step,loss_function,target_value,elapsed_time
0,4.33399e+02,6.64494e+00,70
1,1.39579e+02,6.64994e+00,108
2,1.39526e+02,6.65490e+00,111
3,1.39569e+02,6.65766e+00,114
4,1.39578e+02,6.66129e+00,117
5,1.39527e+02,6.66539e+00,120
6,1.39501e+02,6.66957e+00,123
7,1.39510e+02,6.67361e+00,126
8,1.39529e+02,6.67793e+00,129
9,1.39557e+02,6.68242e+00,131
10,1.39575e+02,6.68675e+00,134
11,1.39591e+02,6.69054e+00,137
12,1.39597e+02,6.69456e+00,140
13,1.39588e+02,6.69847e+00,143
14,1.39572e+02,6.70247e+00,146
15,1.39556e+02,6.70612e+00,149
16,1.39534e+02,6.70985e+00,152
17,1.39508e+02,6.71374e+00,155
18,1.39488e+02,6.71746e+00,158
19,1.39465e+02,6.72116e+00,161
20,1.39434e+02,6.72463e+00,164
21,1.39409e+02,6.72830e+00,167
22,1.39385e+02,6.73214e+00,170
23,1.39363e+02,6.73623e+00,173
24,1.39342e+02,6.73971e+00,176
25,1.39321e+02,6.74332e+00,179
26,1.39306e+02,6.74684e+00,182
27,1.39289e+02,6.75049e+00,185
28,1.39269e+02,6.75344e+00,187
29,1.39253e+02,6.75625e+00,190
30,1.39241e+02,6.75890e+00,193
31,1.39231e+02,6.76202e+00,196
32,1.39218e+02,6.76509e+00,199
33,1.39202e+02,6.76847e+00,202
34,1.39187e+02,6.77127e+00,205
35,1.39169e+02,6.77419e+00,208
36,1.39149e+02,6.77781e+00,211
37,1.39129e+02,6.78078e+00,214
38,1.39112e+02,6.78322e+00,217
39,1.39092e+02,6.78605e+00,220
40,1.39073e+02,6.78868e+00,223
41,1.39056e+02,6.79122e+00,226
42,1.39041e+02,6.79371e+00,228
43,1.39024e+02,6.79654e+00,231
44,1.39012e+02,6.79921e+00,234
45,1.39001e+02,6.80188e+00,237
46,1.38991e+02,6.80413e+00,240
47,1.38978e+02,6.80644e+00,243
48,1.38969e+02,6.80838e+00,246
49,1.38957e+02,6.81004e+00,249
50,1.38945e+02,6.81193e+00,252
51,1.38933e+02,6.81431e+00,255
52,1.38927e+02,6.81665e+00,258
53,1.38921e+02,6.81905e+00,261
54,1.38919e+02,6.82178e+00,264
55,1.38918e+02,6.82369e+00,266
56,1.38915e+02,6.82531e+00,269
57,1.38912e+02,6.82666e+00,272
58,1.38903e+02,6.82747e+00,275
59,1.38894e+02,6.82780e+00,278
60,1.38884e+02,6.82840e+00,281
61,1.38873e+02,6.82904e+00,284
62,1.38861e+02,6.83006e+00,287
63,1.38850e+02,6.83116e+00,290
64,1.38840e+02,6.83261e+00,293
65,1.38829e+02,6.83428e+00,295
66,1.38819e+02,6.83618e+00,298
67,1.38808e+02,6.83806e+00,301
68,1.38798e+02,6.84035e+00,304
69,1.38789e+02,6.84213e+00,307
70,1.38779e+02,6.84392e+00,310
71,1.38771e+02,6.84529e+00,313
72,1.38764e+02,6.84602e+00,316
73,1.38754e+02,6.84741e+00,319
74,1.38744e+02,6.84861e+00,322
75,1.38733e+02,6.84988e+00,325
76,1.38722e+02,6.85096e+00,327
77,1.38712e+02,6.85210e+00,330
78,1.38702e+02,6.85219e+00,333
79,1.38694e+02,6.85240e+00,336
80,1.38685e+02,6.85264e+00,339
81,1.38675e+02,6.85212e+00,342
82,1.38668e+02,6.85098e+00,345
83,1.38661e+02,6.85068e+00,348
84,1.38652e+02,6.85043e+00,351
85,1.38643e+02,6.85048e+00,354
86,1.38635e+02,6.85097e+00,357
87,1.38625e+02,6.85231e+00,359
88,1.38617e+02,6.85298e+00,362
89,1.38609e+02,6.85388e+00,365
90,1.38601e+02,6.85526e+00,368
91,1.38593e+02,6.85606e+00,371
92,1.38585e+02,6.85690e+00,374
93,1.38578e+02,6.85799e+00,377
94,1.38573e+02,6.85868e+00,380
95,1.38567e+02,6.85920e+00,383
96,1.38559e+02,6.85993e+00,386
97,1.38551e+02,6.86043e+00,389
98,1.38544e+02,6.86024e+00,391
99,1.38537e+02,6.86043e+00,394
100,1.38527e+02,6.86041e+00,397
101,1.38518e+02,6.86065e+00,400
102,1.38511e+02,6.86084e+00,403
103,1.38500e+02,6.86126e+00,406
104,1.38492e+02,6.86133e+00,409
105,1.38486e+02,6.86120e+00,412
106,1.38480e+02,6.86138e+00,415
107,1.38472e+02,6.86201e+00,418
108,1.38463e+02,6.86262e+00,421
109,1.38455e+02,6.86266e+00,423
110,1.38446e+02,6.86210e+00,426
111,1.38438e+02,6.86151e+00,429
112,1.38428e+02,6.86202e+00,432
113,1.38416e+02,6.86303e+00,435
114,1.38407e+02,6.86451e+00,438
115,1.38397e+02,6.86550e+00,441
116,1.38385e+02,6.86605e+00,444
117,1.38374e+02,6.86700e+00,447
118,1.38365e+02,6.86741e+00,450
119,1.38357e+02,6.86843e+00,452
120,1.38350e+02,6.86931e+00,455
121,1.38344e+02,6.87008e+00,458
122,1.38337e+02,6.87171e+00,461
123,1.38330e+02,6.87368e+00,464
124,1.38323e+02,6.87521e+00,467
125,1.38314e+02,6.87673e+00,470
126,1.38304e+02,6.87809e+00,473
127,1.38296e+02,6.87848e+00,476
128,1.38287e+02,6.87871e+00,479
129,1.38280e+02,6.87895e+00,482
130,1.38273e+02,6.88011e+00,485
131,1.38265e+02,6.88129e+00,487
132,1.38257e+02,6.88182e+00,490
133,1.38250e+02,6.88260e+00,493
134,1.38242e+02,6.88380e+00,496
135,1.38233e+02,6.88536e+00,499
136,1.38224e+02,6.88674e+00,502
137,1.38215e+02,6.88812e+00,505
138,1.38207e+02,6.88967e+00,508
139,1.38197e+02,6.89165e+00,511
140,1.38188e+02,6.89412e+00,514
141,1.38179e+02,6.89582e+00,516
142,1.38170e+02,6.89759e+00,519
143,1.38161e+02,6.89942e+00,522
144,1.38152e+02,6.90093e+00,525
145,1.38142e+02,6.90253e+00,528
146,1.38132e+02,6.90365e+00,531
147,1.38124e+02,6.90471e+00,534
148,1.38116e+02,6.90550e+00,537
149,1.38108e+02,6.90577e+00,540
150,1.38100e+02,6.90649e+00,543
151,1.38091e+02,6.90765e+00,546
152,1.38081e+02,6.90865e+00,549
153,1.38070e+02,6.90898e+00,551
154,1.38059e+02,6.90918e+00,554
155,1.38049e+02,6.90898e+00,557
156,1.38039e+02,6.90955e+00,560
157,1.38029e+02,6.91103e+00,563
158,1.38020e+02,6.91221e+00,566
159,1.38012e+02,6.91320e+00,569
160,1.38003e+02,6.91329e+00,572
161,1.37995e+02,6.91300e+00,575
162,1.37988e+02,6.91271e+00,578
163,1.37980e+02,6.91187e+00,581
164,1.37972e+02,6.91088e+00,584
165,1.37965e+02,6.91025e+00,586
166,1.37959e+02,6.90985e+00,589
167,1.37952e+02,6.90994e+00,592
168,1.37944e+02,6.91013e+00,595
169,1.37936e+02,6.91001e+00,598
170,1.37928e+02,6.90976e+00,601
171,1.37921e+02,6.90999e+00,604
172,1.37914e+02,6.90978e+00,607
173,1.37908e+02,6.90972e+00,610
174,1.37902e+02,6.90916e+00,613
175,1.37894e+02,6.90850e+00,615
