PL
1.569138
2.056710
2.045799
-1.474829
0.646826
-0.542114
-0.590833
-0.983728
1.458588
-0.281095
1.645579
1.262706
0.442267
-2.290680
-0.862622
2.368041
-2.145962
1.463721
1.550443
-1.317753
1.345133
-1.487644
-0.907518
0.800186
2.816621
1.798059
1.661430
0.480222
-5.871089
-4.569445
1.635742
-1.342884
0.412721
1.527742
0.891184
-1.164626
-0.901758
2.980564
2.001651
1.661251
-0.752598
0.240395
0.309027
1.150633
-3.661419
1.305929
-1.923669
-3.846409
1.884299
1.742034
-0.689008
-0.317282
1.065251
3.176578
-0.664852
-0.023910
1.804803
1.090352
1.171582
0.122393
0.087808
-1.487615
1.440120
-0.711334
-2.035027
-0.127243
-0.242622
-0.947998
2.256395
1.380865
1.117461
0.525835
-1.728196
0.447672
1.421938
-0.951915
-1.969440
0.493538
0.850784
-0.852118
0.444994
-0.798280
-0.404523
2.342843
1.782188
0.316775
-0.659063
0.737806
0.726021
0.738339
1.646822
-0.211464
0.535402
-0.771480
2.212097
0.735607
1.876516
0.341354
2.103848
-0.201980
1.935454
1.297555
0.680114
-2.465003
-0.149583
2.029449
2.257183
1.563044
-2.134015
1.710189
-4.607108
2.362575
1.771727
-0.413484
2.370142
-2.933368
-1.429104
0.188130
-0.059294
2.634330
-0.954149
2.704168
0.914561
-0.528231
-0.154350
-3.650180
-2.005493
-0.438457
1.412873
0.706523
2.334557
-2.771028
-1.064094
-3.445815
-3.203129
-0.500561
-2.867640
0.085918
-0.008383
3.212099
0.301207
0.817301
-0.379306
1.504689
-4.684968
2.472851
2.256864
1.336760
-0.519559
-0.451388
1.213465
0.242627
1.261367
-0.440431
1.079452
1.051151
-3.215870
-1.058726
1.415009
0.003283
-1.020497
-0.116776
-1.564269
2.171607
0.424984
-4.394944
0.881912
2.133732
1.628585
-6.345880
0.217915
-1.153936
-5.007148
-0.234740
1.512524
0.615690
-0.161018
2.415921
2.982375
-0.267645
0.789839
0.210601
-1.362782
1.380661
0.179783
-1.003725
-0.603543
-3.348479
-0.775469
2.113063
1.147620
0.311400
-1.496110
0.271042
-2.157078
-0.352209
-5.057546
-1.009479
-0.290325
1.132506
