PL,,Bin,,,,,,,
3.214161,,Lower Bin,-30,,Lower,-29.175475,,Mean:,-0.24632725
1.681099,,Upper Bin,30,,Upper,13.861561,,STD:,8.956945379
2.475241,,Number of Bins,15,,,,,,
5.098216,,,,,,,,,
4.609842,,-30,,Bin,Frequency,,,,
-9.139429,,-26,,-30,0,0,,,
7.166909,,-22,,-26,3,0.015,,,
10.285399,,-18,,-22,3,0.015,,,
5.972379,,-14,,-18,5,0.025,,,
-4.510046,,-10,,-14,9,0.045,,,
-9.295286,,-6,,-10,10,0.05,,,
0.709951,,-2,,-6,16,0.08,,,
-17.816537,,2,,-2,16,0.08,,,
9.096072,,6,,2,36,0.18,,,
0.937805,,10,,6,51,0.255,,,
0.015315,,14,,10,44,0.22,,,
6.208495,,18,,14,7,0.035,,,
-0.673566,,22,,18,0,0,,,
9.490161,,26,,22,0,0,,,
3.763913,,30,,26,0,0,,,
-14.789389,,,,30,0,0,,,
2.392955,,,,More,0,200,,,
-10.742736,,,,,,,,,
-6.08545,,,,,,,,,
-1.097817,,,,,,,,,
7.087926,,,,,,,,,
2.803102,,,,,,,,,
8.860726,,,,,,,,,
0.515564,,,,,,,,,
9.61679,,,,,,,,,
-25.888273,,,,,,,,,
-1.371041,,,,,,,,,
5.214672,,,,,,,,,
7.237339,,,,,,,,,
-9.725587,,,,,,,,,
0.241473,,,,,,,,,
2.737407,,,,,,,,,
2.081545,,,,,,,,,
8.812215,,,,,,,,,
1.728254,,,,,,,,,
-11.277345,,,,,,,,,
9.972679,,,,,,,,,
-2.036388,,,,,,,,,
-6.350909,,,,,,,,,
-4.403039,,,,,,,,,
4.977544,,,,,,,,,
7.448183,,,,,,,,,
4.063588,,,,,,,,,
9.159779,,,,,,,,,
5.971794,,,,,,,,,
-24.274325,,,,,,,,,
10.011092,,,,,,,,,
-2.167217,,,,,,,,,
5.774442,,,,,,,,,
2.587112,,,,,,,,,
-8.556703,,,,,,,,,
11.383572,,,,,,,,,
9.372971,,,,,,,,,
-9.363216,,,,,,,,,
5.344132,,,,,,,,,
7.518157,,,,,,,,,
-0.695182,,,,,,,,,
-1.908534,,,,,,,,,
3.725213,,,,,,,,,
5.313372,,,,,,,,,
4.345637,,,,,,,,,
6.050182,,,,,,,,,
7.922178,,,,,,,,,
2.694161,,,,,,,,,
-8.174443,,,,,,,,,
-0.013554,,,,,,,,,
-24.264965,,,,,,,,,
3.891714,,,,,,,,,
6.532926,,,,,,,,,
4.306846,,,,,,,,,
-11.511822,,,,,,,,,
-2.593432,,,,,,,,,
11.625752,,,,,,,,,
3.324505,,,,,,,,,
0.203086,,,,,,,,,
