target_value
7.85129e-01
7.45602e-01
7.93831e-01
7.68065e-01
7.36810e-01
7.96401e-01
7.61489e-01
9.03680e-01
8.23769e-01
9.22707e-01
9.05433e-01
8.75220e-01
7.87464e-01
7.49443e-01
8.51206e-01
9.07004e-01
8.86738e-01
8.95825e-01
8.89499e-01
9.18901e-01
7.79227e-01
7.71990e-01
8.77718e-01
8.40059e-01
8.81475e-01
9.09338e-01
8.33874e-01
8.49569e-01
8.78517e-01
8.31212e-01
7.49288e-01
8.43381e-01
9.27773e-01
7.59427e-01
8.86285e-01
8.95085e-01
8.95573e-01
7.76094e-01
8.61909e-01
8.66862e-01
7.65752e-01
8.49156e-01
8.90850e-01
8.35438e-01
7.65359e-01
9.16979e-01
7.57086e-01
9.24032e-01
7.59332e-01
8.56977e-01
1.19048e-01
