target_value
8.78788e-01
8.65814e-01
9.13829e-01
8.65036e-01
8.36962e-01
8.90015e-01
8.76030e-01
9.00940e-01
8.75173e-01
8.82354e-01
8.13663e-01
8.96833e-01
9.31248e-01
9.10364e-01
9.30273e-01
9.06596e-01
9.16201e-01
9.04556e-01
8.63527e-01
8.62826e-01
8.68527e-01
8.83100e-01
8.68978e-01
9.27115e-01
8.90919e-01
9.24777e-01
9.10977e-01
9.01714e-01
8.80888e-01
9.18276e-01
9.09198e-01
9.00234e-01
8.97064e-01
8.92948e-01
8.89045e-01
8.86217e-01
8.99946e-01
9.37861e-01
9.11840e-01
8.41949e-01
8.54193e-01
8.84549e-01
8.94466e-01
9.03754e-01
9.02159e-01
8.64020e-01
8.64100e-01
9.00927e-01
8.71150e-01
8.72639e-01
7.14286e-01
