target_value
2.29357e+00
2.30465e+00
2.35882e+00
2.32821e+00
2.31283e+00
2.29933e+00
2.31656e+00
2.31447e+00
2.32451e+00
2.33143e+00
2.31576e+00
2.33027e+00
2.31374e+00
2.32818e+00
2.30008e+00
2.28559e+00
2.31982e+00
2.30512e+00
2.33108e+00
2.34232e+00
2.34410e+00
2.33422e+00
2.31866e+00
2.27022e+00
2.28341e+00
2.30462e+00
2.31297e+00
2.33635e+00
2.29614e+00
2.29490e+00
2.30133e+00
2.31775e+00
2.30535e+00
2.30594e+00
2.31174e+00
2.33071e+00
2.30657e+00
2.34802e+00
2.29668e+00
2.27162e+00
2.29407e+00
2.30342e+00
2.30877e+00
2.30188e+00
2.30239e+00
2.33925e+00
2.31446e+00
2.32758e+00
2.30074e+00
2.29892e+00
1.19048e-01
