target_value
6.01140e+00
5.99984e+00
5.98043e+00
6.01778e+00
6.01144e+00
6.00701e+00
5.98587e+00
6.00395e+00
5.99094e+00
5.98249e+00
5.99852e+00
6.00511e+00
5.99555e+00
5.99525e+00
6.00595e+00
5.99318e+00
6.02161e+00
6.01417e+00
5.99870e+00
5.99142e+00
5.98274e+00
6.02519e+00
6.00055e+00
6.01170e+00
6.01818e+00
5.98833e+00
6.00399e+00
6.00253e+00
5.99578e+00
6.00924e+00
6.00947e+00
6.01562e+00
5.99360e+00
5.99409e+00
6.00140e+00
5.97524e+00
5.98845e+00
5.99877e+00
6.02267e+00
6.01192e+00
5.99364e+00
5.96013e+00
5.99810e+00
6.00144e+00
6.02066e+00
5.98455e+00
5.99131e+00
5.99195e+00
6.00769e+00
6.01643e+00
