PL,,Mean:,0.412,,
0.543298,,STDEV:,3.773,,
7.142223,,,,,
0.821608,,Lower:,-30,,
-6.546311,,Upper:,30,,
-11.688297,,Num,30,,
0.849007,,,,,
4.114459,,-30,,Bin,Frequency
-4.217942,,-28,,-30,0
3.294248,,-26,,-28,0
4.121065,,-24,,-26,0
2.432966,,-22,,-24,0
6.341732,,-20,,-22,0
2.913456,,-18,,-20,0
2.726512,,-16,,-18,0
0.696416,,-14,,-16,0
5.321058,,-12,,-14,0
6.587004,,-10,,-12,1
0.838283,,-8,,-10,2
0.318699,,-6,,-8,4
8.009361,,-4,,-6,6
-3.571781,,-2,,-4,9
3.157059,,0,,-2,24
0.301095,,2,,0,31
-5.032892,,4,,2,51
2.265711,,6,,4,44
1.14498,,8,,6,20
5.448245,,10,,8,6
1.676308,,12,,10,1
-1.896379,,14,,12,1
1.061616,,16,,14,0
3.117566,,18,,16,0
-0.577689,,20,,18,0
0.465211,,22,,20,0
2.635951,,24,,22,0
-3.810922,,26,,24,0
3.804574,,28,,26,0
-0.246121,,30,,28,0
-4.888216,,,,30,0
0.974529,,,,More,0
-0.214136,,,,,
1.570376,,,,,
1.244102,,,,,
2.780694,,,,,
0.90725,,,,,
-2.182159,,,,,
-3.193578,,,,,
0.938704,,,,,
5.102702,,,,,
3.829354,,,,,
3.082079,,,,,
3.163861,,,,,
1.575509,,,,,
1.497707,,,,,
5.795595,,,,,
-0.068837,,,,,
-2.013175,,,,,
3.589228,,,,,
3.58645,,,,,
-6.437046,,,,,
1.88188,,,,,
2.633792,,,,,
-1.531271,,,,,
3.254941,,,,,
0.516093,,,,,
-3.575114,,,,,
-2.843223,,,,,
0.277851,,,,,
0.601933,,,,,
2.531803,,,,,
0.635305,,,,,
6.82564,,,,,
2.926471,,,,,
-1.000042,,,,,
-1.904537,,,,,
-9.303359,,,,,
2.012023,,,,,
1.812446,,,,,
2.310352,,,,,
-3.184456,,,,,
-5.387054,,,,,
-1.129546,,,,,
1.364283,,,,,
2.066263,,,,,
7.020471,,,,,
6.736508,,,,,
2.320203,,,,,
-1.495479,,,,,
-0.119633,,,,,
1.142322,,,,,
3.230989,,,,,
-1.132711,,,,,
2.016092,,,,,
5.200007,,,,,
3.769613,,,,,
2.474972,,,,,
-1.046646,,,,,
-1.223174,,,,,
5.114313,,,,,
3.613815,,,,,
-9.476958,,,,,
2.141404,,,,,
-1.074605,,,,,
0.402945,,,,,
2.510222,,,,,
-0.778599,,,,,
2.039535,,,,,
-0.403452,,,,,
2.036,,,,,
0.620711,,,,,
-3.763808,,,,,
0.510899,,,,,
1.860864,,,,,
-5.342451,,,,,
-6.702254,,,,,
4.122381,,,,,
5.628708,,,,,
2.556965,,,,,
0.138441,,,,,
-3.406554,,,,,
-7.67893,,,,,
3.180955,,,,,
4.127668,,,,,
11.330628,,,,,
0.283562,,,,,
2.011546,,,,,
-2.425193,,,,,
-0.422484,,,,,
-4.356136,,,,,
3.234076,,,,,
-4.122455,,,,,
1.150095,,,,,
-2.107474,,,,,
4.343579,,,,,
4.304491,,,,,
1.397932,,,,,
-7.441328,,,,,
-2.466971,,,,,
2.159688,,,,,
-3.005832,,,,,
-3.403884,,,,,
0.72405,,,,,
0.076279,,,,,
-3.695347,,,,,
2.007586,,,,,
-1.209107,,,,,
3.730472,,,,,
1.082751,,,,,
4.549782,,,,,
-2.448885,,,,,
0.736487,,,,,
1.672982,,,,,
-0.595727,,,,,
-3.890557,,,,,
1.501574,,,,,
-1.936716,,,,,
-0.590196,,,,,
1.160191,,,,,
-9.309312,,,,,
5.380162,,,,,
-3.57475,,,,,
-2.788139,,,,,
-0.429129,,,,,
-12.133104,,,,,
0.66703,,,,,
-6.223321,,,,,
-2.573064,,,,,
-0.951907,,,,,
4.876253,,,,,
-0.54821,,,,,
3.812415,,,,,
1.696229,,,,,
-2.66818,,,,,
1.363232,,,,,
-4.143685,,,,,
-0.013481,,,,,
1.781546,,,,,
4.848543,,,,,
5.210259,,,,,
5.082201,,,,,
-0.421624,,,,,
1.326359,,,,,
-10.42209,,,,,
1.097334,,,,,
0.510469,,,,,
-1.942743,,,,,
3.341156,,,,,
-0.95966,,,,,
-1.005366,,,,,
-4.21629,,,,,
-0.885621,,,,,
1.878405,,,,,
-2.130697,,,,,
1.884602,,,,,
-8.611926,,,,,
2.339627,,,,,
1.214002,,,,,
5.624246,,,,,
2.83382,,,,,
3.919785,,,,,
-3.599276,,,,,
160,,,,,
