target_value
4.46482e+00
4.46505e+00
4.46237e+00
4.42860e+00
4.45022e+00
4.47242e+00
4.48608e+00
4.47419e+00
4.45993e+00
4.43496e+00
4.44621e+00
4.43786e+00
4.46321e+00
4.45685e+00
4.43270e+00
4.44011e+00
4.42580e+00
4.46702e+00
4.44595e+00
4.48448e+00
4.47745e+00
4.43810e+00
4.41946e+00
4.45545e+00
4.45930e+00
4.48111e+00
4.45162e+00
4.48285e+00
4.46639e+00
4.46180e+00
4.42861e+00
4.44613e+00
4.44806e+00
4.46239e+00
4.45802e+00
4.43838e+00
4.45364e+00
4.45112e+00
4.47560e+00
4.46440e+00
4.47838e+00
4.44153e+00
4.45612e+00
4.47123e+00
4.48528e+00
4.44779e+00
4.45178e+00
4.47767e+00
4.47047e+00
4.44834e+00
