target_value
2.38724e+00
2.36182e+00
2.37152e+00
2.37822e+00
2.37001e+00
2.38632e+00
2.38514e+00
2.37547e+00
2.38598e+00
2.36403e+00
2.39194e+00
2.38506e+00
2.37133e+00
2.37335e+00
2.36068e+00
2.37190e+00
2.37828e+00
2.37182e+00
2.37212e+00
2.36895e+00
2.37031e+00
2.37871e+00
2.36392e+00
2.37465e+00
2.37666e+00
2.36360e+00
2.37512e+00
2.36912e+00
2.39712e+00
2.35780e+00
2.37755e+00
2.35532e+00
2.36378e+00
2.34760e+00
2.38464e+00
2.35978e+00
2.37698e+00
2.36372e+00
2.36438e+00
2.37534e+00
2.36869e+00
2.37667e+00
2.37053e+00
2.36618e+00
2.35389e+00
2.37250e+00
2.37818e+00
2.37564e+00
2.36433e+00
2.36194e+00
