target_value
4.40238e+00
4.40557e+00
4.42523e+00
4.39689e+00
4.42847e+00
4.39515e+00
4.42237e+00
4.39956e+00
4.41340e+00
4.38208e+00
4.37193e+00
4.42106e+00
4.41374e+00
4.42087e+00
4.41464e+00
4.43982e+00
4.39778e+00
4.40242e+00
4.37933e+00
4.38107e+00
4.40549e+00
4.42203e+00
4.41241e+00
4.39496e+00
4.40857e+00
4.40141e+00
4.38490e+00
4.41095e+00
4.39330e+00
4.37482e+00
4.43091e+00
4.42543e+00
4.39586e+00
4.40134e+00
4.39885e+00
4.39868e+00
4.43938e+00
4.39506e+00
4.41369e+00
4.39145e+00
4.39544e+00
4.38178e+00
4.42727e+00
4.39117e+00
4.42090e+00
4.39512e+00
4.39279e+00
4.40117e+00
4.43825e+00
4.41331e+00
