target_value
2.70924e+00
2.72148e+00
2.69028e+00
2.70654e+00
2.69174e+00
2.68689e+00
2.68973e+00
2.70916e+00
2.67925e+00
2.70718e+00
2.68726e+00
2.70670e+00
2.69877e+00
2.69621e+00
2.69530e+00
2.72040e+00
2.69985e+00
2.71605e+00
2.68644e+00
2.68840e+00
2.70036e+00
2.70980e+00
2.70109e+00
2.69172e+00
2.73268e+00
2.70203e+00
2.69576e+00
2.69730e+00
2.69619e+00
2.71296e+00
2.71349e+00
2.69151e+00
2.69241e+00
2.69867e+00
2.68745e+00
2.69880e+00
2.69708e+00
2.68671e+00
2.70806e+00
2.69446e+00
2.70474e+00
2.71496e+00
2.71735e+00
2.69619e+00
2.66720e+00
2.66889e+00
2.72496e+00
2.67465e+00
2.69570e+00
2.71570e+00
