target_value
1.39E+01
1.39E+01
1.39E+01
1.39E+01
1.39E+01
1.40E+01
1.39E+01
1.40E+01
1.40E+01
1.39E+01
1.39E+01
1.40E+01
1.39E+01
1.39E+01
1.40E+01
1.40E+01
1.40E+01
1.39E+01
1.40E+01
1.40E+01
1.39E+01
1.39E+01
1.40E+01
1.40E+01
1.39E+01
1.39E+01
1.40E+01
1.39E+01
1.39E+01
1.39E+01
1.39E+01
1.39E+01
1.40E+01
1.40E+01
1.40E+01
1.40E+01
1.39E+01
1.39E+01
1.40E+01
1.40E+01
1.40E+01
1.39E+01
1.39E+01
1.39E+01
1.39E+01
1.40E+01
1.39E+01
1.40E+01
1.39E+01
1.40E+01
