PL
0.898321
-1.202384
-0.475021
1.725546
2.026742
2.310393
-0.038558
-1.426988
-3.206579
-1.319444
2.518715
-3.482491
1.297873
-0.574294
1.121225
1.801523
1.882670
-3.918818
0.829471
1.499406
1.955470
-1.267252
-0.116652
-0.896515
-1.192360
-0.427791
-0.863794
-1.295962
2.254774
-0.120130
-1.870698
1.144356
-0.750958
-1.079874
-1.711886
1.828581
-1.917485
1.911098
2.740996
1.180524
-3.358333
0.813268
2.452258
-1.086014
-0.946131
1.564630
0.632609
3.106263
1.549875
-1.346679
1.410784
-0.032255
0.529604
2.123211
-1.025478
-0.619969
1.636410
0.556528
-5.609724
0.644187
1.129490
0.945974
-1.089907
-1.025637
0.868230
-0.177311
-6.138303
0.980332
0.016627
-0.099100
1.069919
1.045359
0.623700
2.306979
1.711284
0.719536
-1.032130
-0.302751
1.927800
0.183738
2.804010
-0.085015
-0.548121
-7.135374
-3.316640
-1.523594
-3.536297
0.070733
1.413884
-1.156885
-1.534905
-1.205800
-0.046170
0.833483
1.397563
1.128178
1.525437
-1.726834
-2.514326
0.617074
2.318249
-4.724841
-2.802500
0.368423
0.628838
-1.587817
0.710798
0.100428
-0.586356
-0.542460
-0.569768
-0.144629
-2.360861
0.394662
1.499235
0.257702
-2.800145
-1.486903
-1.653995
-1.361962
-2.290044
-4.371868
1.020056
1.781613
-1.568556
2.257195
3.087431
-0.529564
2.099101
1.020156
1.881892
2.312037
-1.233011
-0.485653
0.737379
-2.481250
1.655225
2.007919
0.186507
-1.931848
-0.681257
2.340645
2.256867
1.435118
1.823793
-0.933698
-3.286991
-5.859504
0.841669
2.561435
0.726881
-0.436394
-3.800578
-4.042100
1.406172
-2.184506
1.318770
1.087301
-2.233991
0.790069
1.639620
0.991237
-1.838249
-3.019739
0.317761
1.946407
1.358033
0.096223
-1.080600
-0.846829
-3.119311
2.103025
0.060823
1.091725
-0.223066
-0.897953
0.987963
0.093500
1.733796
1.721588
-8.121506
-0.210714
-0.979954
1.041057
1.405380
1.069298
0.433038
0.595376
-0.035243
-0.086956
0.091780
-3.120352
0.243843
1.648326
-0.976694
-3.887360
1.965929
2.290723
-0.368013
2.064279
